image name (matching Raise-1k),Prompt,Midjourney aspect ratio,Midjourney image choice,Glide/SD 1.x CFG scale,SD14 scale,Glide upsample temperature,Glide choice,SD 1.3 choice,SD 1.4 choice,sd2 resolution,sdxl width,sdxl height,sd2/sdxl steps,sd2/sdxl sampler,sd2/sdxl guider,sd2/sdxl guidance if vanilla scale,sdxl use refiner?,sdxl refiner steps,sdxl refiner sampler,sdxl refiner guider,sdxl refiner guidance if vanilla scale,sdxl finish denoising,dalle3 ar (not guaranteed),Firefly styles,Firefly aspect ratio,Firefly guide strength,Firefly creativity,Firefly exif mode,Firefly manual exif aperture,Firefly manual exif shutter speed,Firefly manual exif FOV,Firefly generation URL
r1be4943bt,"there are many people working in a large kitchen with a big bowl, Saitama Prefecture, flowing milk, HD photo, commanding, mozzarella",77:51,4,7.776394516,7.776394516,0.998,4,1,4,768,1664,576,40,LinearMultistepSampler,IdentityGuider,,TRUE,43,EulerAncestralSampler,VanillaCFG,,TRUE,16:9,,square,0,4,manual,4,0.0006,34,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+are+many+people+working+in+a+large+kitchen+with+a+big+bowl%2C+Saitama+Prefecture%2C+flowing+milk%2C+HD+photo%2C+commanding%2C+mozzarella&modelInputVersion=v2&aspectRatio=square&creativity=4&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A4%2C""focal_length""%3A34%2C""shutter_speed""%3A0.0006}}"
r1bf00696t,"there are people walking around in a courtyard of a large building, large windows to French town, on a cloudy day, capital plaza, monarchy, brightly lit!",89:134,2,2.814545679,2.814545679,0.997,2,2,3,768,960,1088,41,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,26,DPMPP2MSampler,IdentityGuider,,TRUE,1:2,backlighting,portrait,100,10,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+are+people+walking+around+in+a+courtyard+of+a+large+building%2C+large+windows+to+French+town%2C+on+a+cloudy+day%2C+capital+plaza%2C+monarchy%2C+brightly+lit!&modelInputVersion=v2&aspectRatio=portrait&creativity=10&guideStrength=100&exif={""mode""%3A""auto""}&style=backlighting"
r1bf4e594t,"there is a large fountain with a clock on it in the middle of a city, Vienna Secession, outdoor stage, patterned tilework, at golden hour",77:51,1,8.176139984,8.176139984,0.999,2,1,2,768,1152,896,42,DPMPP2MSampler,VanillaCFG,2.650059042,FALSE,,,,,,9:16,antique_photo+product_photo+harsh_light+photographed_through_window,landscape,0,3,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+large+fountain+with+a+clock+on+it+in+the+middle+of+a+city%2C+Vienna+Secession%2C+outdoor+stage%2C+patterned+tilework%2C+at+golden+hour&modelInputVersion=v2&aspectRatio=landscape&creativity=3&guideStrength=0&exif={""mode""%3A""auto""}&style=antique_photo&style=product_photo&style=harsh_light&style=photographed_through_window"
r1bf7ff83t,"skiers are coming down a snowy slope in a small cabin, wide view of a farm, snowy Italian road, very beautiful scenery, landscape shot",77:51,3,7.969325115,7.969325115,0.997,1,1,1,768,1152,832,37,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,44,HeunEDMSampler,IdentityGuider,,FALSE,1:1,grainy_film+pastel_colors+low_lighting,portrait,50,5,manual,2,0.066,227,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=skiers+are+coming+down+a+snowy+slope+in+a+small+cabin%2C+wide+view+of+a+farm%2C+snowy+Italian+road%2C+very+beautiful+scenery%2C+landscape+shot&modelInputVersion=v2&aspectRatio=portrait&creativity=5&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2%2C""focal_length""%3A227%2C""shutter_speed""%3A0.066}}&style=grainy_film&style=pastel_colors&style=low_lighting"
r1bfbaab3t,"there is a red flower in the middle of a field, tulip, having fun in the sun, city park, interesting details",51:77,3,7.901231107,7.901231107,0.998,1,0,0,512,1088,960,46,EulerAncestralSampler,VanillaCFG,2.850401782,TRUE,47,EulerEDMSampler,VanillaCFG,3.929035494,FALSE,2:3,cool_colors,widescreen,50,2,manual,22,0.016,186,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+red+flower+in+the+middle+of+a+field%2C+tulip%2C+having+fun+in+the+sun%2C+city+park%2C+interesting+details&modelInputVersion=v2&aspectRatio=widescreen&creativity=2&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A22%2C""focal_length""%3A186%2C""shutter_speed""%3A0.016}}&style=cool_colors"
r1c028de8t,"there is a statue of a man riding a horse in front of a building, telephoto vacation picture, grand scale, chess piece, real image",77:51,3,4.039083832,4.039083832,1,1,1,2,512,704,1344,41,DPMPP2SAncestralSampler,VanillaCFG,2.549629685,FALSE,,,,,,2:3,pastel_colors,widescreen,0,8,manual,2.8,0.008,76,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+statue+of+a+man+riding+a+horse+in+front+of+a+building%2C+telephoto+vacation+picture%2C+grand+scale%2C+chess+piece%2C+real+image&modelInputVersion=v2&aspectRatio=widescreen&creativity=8&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2.8%2C""focal_length""%3A76%2C""shutter_speed""%3A0.008}}&style=pastel_colors"
r1c070921t,"there is a building with a clock tower on the top of it, Paris school, royal academy, crypt, church background",77:51,3,4.579688179,4.579688179,0.996,2,9,5,512,1600,640,48,HeunEDMSampler,IdentityGuider,,TRUE,41,DPMPP2SAncestralSampler,VanillaCFG,,TRUE,2:1,pastel_colors,portrait,75,3,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+building+with+a+clock+tower+on+the+top+of+it%2C+Paris+school%2C+royal+academy%2C+crypt%2C+church+background&modelInputVersion=v2&aspectRatio=portrait&creativity=3&guideStrength=75&exif={""mode""%3A""auto""}&style=pastel_colors"
r1c09b002t,"there is a small cabin on a mountainside with a view of the valley, Dolomites in the background, extremely detailed rocky crag, rocky ground, wide shot",77:51,1,4.417942613,4.417942613,1,4,1,2,512,1408,704,40,EulerAncestralSampler,VanillaCFG,3.381220661,TRUE,43,DPMPP2MSampler,IdentityGuider,7.743771072,TRUE,4:5,bw,portrait,50,3,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+small+cabin+on+a+mountainside+with+a+view+of+the+valley%2C+Dolomites+in+the+background%2C+extremely+detailed+rocky+crag%2C+rocky+ground%2C+wide+shot&modelInputVersion=v2&aspectRatio=portrait&creativity=3&guideStrength=50&exif={""mode""%3A""auto""}&style=bw"
r1c146589t,"there is a large tree that has fallen over in the woods, the fall of summer, high-quality image, entangled foliage, outdoors",77:51,4,8.454055966,8.454055966,0.999,2,5,5,512,768,1280,35,DPMPP2MSampler,VanillaCFG,5.729038473,TRUE,45,EulerAncestralSampler,VanillaCFG,8.283757377,TRUE,3:2,dark+photographed_through_window,widescreen,0,6,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+large+tree+that+has+fallen+over+in+the+woods%2C+the+fall+of+summer%2C+high-quality+image%2C+entangled+foliage%2C+outdoors&modelInputVersion=v2&aspectRatio=widescreen&creativity=6&guideStrength=0&exif={""mode""%3A""auto""}&style=dark&style=photographed_through_window"
r1c1e3ec9t,"there is a cow that is standing in the grass by the road, Black Forest, slight overcast weather, traveling through the mountains, wide shot, skiing",77:51,1,7.438458562,7.438458562,0.995,1,3,5,512,1024,1024,41,DPMPP2MSampler,VanillaCFG,6.237553295,TRUE,43,DPMPP2SAncestralSampler,VanillaCFG,4.842667363,TRUE,2:1,dark,landscape,50,9,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+cow+that+is+standing+in+the+grass+by+the+road%2C+Black+Forest%2C+slight+overcast+weather%2C+traveling+through+the+mountains%2C+wide+shot%2C+skiing&modelInputVersion=v2&aspectRatio=landscape&creativity=9&guideStrength=50&exif={""mode""%3A""auto""}&style=dark"
r1c1fef8ft,"there is a river running through a city with buildings on the hill, Schlieren, stucco walls, tourist photo, limestone, glossy photo",89:134,1,7.838556374,7.838556374,0.997,1,3,4,768,960,1024,37,DPMPP2MSampler,IdentityGuider,,TRUE,42,DPMPP2MSampler,VanillaCFG,,TRUE,4:5,vibrant_colors,widescreen,0,2,manual,1.4,1,294,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+river+running+through+a+city+with+buildings+on+the+hill%2C+Schlieren%2C+stucco+walls%2C+tourist+photo%2C+limestone%2C+glossy+photo&modelInputVersion=v2&aspectRatio=widescreen&creativity=2&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.4%2C""focal_length""%3A294%2C""shutter_speed""%3A1}}&style=vibrant_colors"
r1c23e440t,"there is a bench overlooking a lake and mountains with a boat in the water, Torri Gate, panoramic view, July, bright blue",77:51,2,7.651911339,7.651911339,0.996,1,5,4,512,1024,960,46,LinearMultistepSampler,IdentityGuider,,FALSE,,,,,,5:4,,landscape,70,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+bench+overlooking+a+lake+and+mountains+with+a+boat+in+the+water%2C+Torri+Gate%2C+panoramic+view%2C+July%2C+bright+blue&modelInputVersion=v2&aspectRatio=landscape&creativity=4&guideStrength=70&exif={""mode""%3A""auto""}"
r1c243af7t,"there is a cow that is standing on a hill in the grass, hiking in the Rocky Mountains, distant photo, full-length photo, pathway, 80mm photo",77:51,1,6.19803936,6.19803936,0.999,1,5,4,768,832,1152,43,DPMPP2SAncestralSampler,VanillaCFG,5.403678241,TRUE,46,EulerAncestralSampler,VanillaCFG,6.663045169,TRUE,1:1,dark+cool_colors+backlighting,portrait,0,8,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+cow+that+is+standing+on+a+hill+in+the+grass%2C+hiking+in+the+Rocky+Mountains%2C+distant+photo%2C+full-length+photo%2C+pathway%2C+80mm+photo&modelInputVersion=v2&aspectRatio=portrait&creativity=8&guideStrength=0&exif={""mode""%3A""auto""}&style=dark&style=cool_colors&style=backlighting"
r1c24a571t,"there is a sign on a pole in a field of flowers, carnivorous plant, botanic garden, beautiful labels, sharp photo",77:51,1,8.934835859,8.934835859,0.997,3,5,2,768,1024,1024,46,LinearMultistepSampler,VanillaCFG,5.710713026,TRUE,36,DPMPP2SAncestralSampler,IdentityGuider,7.300141486,TRUE,4:3,bokeh+shot_from_below,square,0,5,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+sign+on+a+pole+in+a+field+of+flowers%2C+carnivorous+plant%2C+botanic+garden%2C+beautiful+labels%2C+sharp+photo&modelInputVersion=v2&aspectRatio=square&creativity=5&guideStrength=0&exif={""mode""%3A""auto""}&style=bokeh&style=shot_from_below"
r1c2ac865t,"mountains with a few people walking on the side, Italy, 50mp, high clouds, editorial",77:51,1,6.284125004,6.284125004,0.998,3,4,2,512,1600,640,32,DPMPP2MSampler,VanillaCFG,2.211657881,TRUE,40,DPMPP2SAncestralSampler,VanillaCFG,9.176004624,FALSE,1:1,multiexposure+photographed_through_window,portrait,48,4,manual,2.8,0.066,75,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=mountains+with+a+few+people+walking+on+the+side%2C+Italy%2C+50mp%2C+high+clouds%2C+editorial&modelInputVersion=v2&aspectRatio=portrait&creativity=4&guideStrength=48&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2.8%2C""focal_length""%3A75%2C""shutter_speed""%3A0.066}}&style=multiexposure&style=photographed_through_window"
r1c31a90bt,"there is a car parked on the side of the street, crenellated balconies, 15th century, stairs to the second floor, ivory, store",51:77,4,6.994083002,6.994083002,0.997,1,4,2,768,1024,960,35,DPMPP2MSampler,IdentityGuider,,FALSE,,,,,,2:1,monochromatic+golden_hour,square,0,10,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+car+parked+on+the+side+of+the+street%2C+crenellated+balconies%2C+15th+century%2C+stairs+to+the+second+floor%2C+ivory%2C+store&modelInputVersion=v2&aspectRatio=square&creativity=10&guideStrength=0&exif={""mode""%3A""auto""}&style=monochromatic&style=golden_hour"
r1c402787t,"view of a Roman city with a clock tower in the background, giant columns palace, editorial, blue clear skies, market in ancient Rome",77:51,2,7.206138946,7.206138946,0.999,2,4,2,768,832,1216,39,DPMPP2SAncestralSampler,VanillaCFG,6.101485941,TRUE,38,EulerEDMSampler,VanillaCFG,4.171793771,TRUE,9:16,antique_photo+harsh_light,square,100,8,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=view+of+a+Roman+city+with+a+clock+tower+in+the+background%2C+giant+columns+palace%2C+editorial%2C+blue+clear+skies%2C+market+in+ancient+Rome&modelInputVersion=v2&aspectRatio=square&creativity=8&guideStrength=100&exif={""mode""%3A""auto""}&style=antique_photo&style=harsh_light"
r1c4ae120t,"there is a small stream running through a field with trees, Alps, yellow colors, real image",77:51,1,8.330322639,8.330322639,0.996,3,3,2,512,768,1344,36,DPMPP2SAncestralSampler,VanillaCFG,4.865426285,FALSE,,,,,,4:5,long-time_exposure,widescreen,100,2,manual,22,0.004,160,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+small+stream+running+through+a+field+with+trees%2C+Alps%2C+yellow+colors%2C+real+image&modelInputVersion=v2&aspectRatio=widescreen&creativity=2&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A22%2C""focal_length""%3A160%2C""shutter_speed""%3A0.004}}&style=long-time_exposure"
r1c4d4720t,"there is a view of a road from a bus window, Austria, scenic environment, early morning",77:51,1,8.36080901,8.36080901,0.997,4,3,3,768,960,1088,54,LinearMultistepSampler,VanillaCFG,1.656185509,TRUE,42,DPMPP2SAncestralSampler,IdentityGuider,6.527345588,FALSE,4:5,cool_colors+multiexposure,widescreen,2,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+view+of+a+road+from+a+bus+window%2C+Austria%2C+scenic+environment%2C+early+morning&modelInputVersion=v2&aspectRatio=widescreen&creativity=4&guideStrength=2&exif={""mode""%3A""auto""}&style=cool_colors&style=multiexposure"
r1c4deb71t,"there is a building covered in green ivy on the side of the road, capital of Estonia, vine-covered, located in Hajibektash complex",77:51,3,3.284595412,3.284595412,0.996,1,3,4,768,1600,640,37,HeunEDMSampler,VanillaCFG,5.943956433,TRUE,43,HeunEDMSampler,VanillaCFG,5.335150387,TRUE,2:3,photographed_through_window,square,51,4,manual,1.2,1,204,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+building+covered+in+green+ivy+on+the+side+of+the+road%2C+capital+of+Estonia%2C+vine-covered%2C+located+in+Hajibektash+complex&modelInputVersion=v2&aspectRatio=square&creativity=4&guideStrength=51&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.2%2C""focal_length""%3A204%2C""shutter_speed""%3A1}}&style=photographed_through_window"
r1c4e6a62t,"people walking on the sidewalk near a building with a lot of windows, Octoberfest, inside a shed, gate",134:89,3,4.5476539,4.5476539,0.996,2,2,5,512,1600,640,39,DPMPP2MSampler,VanillaCFG,4.476062525,TRUE,37,HeunEDMSampler,IdentityGuider,5.792582187,TRUE,1:2,bw,portrait,100,5,manual,2.8,10,164,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=people+walking+on+the+sidewalk+near+a+building+with+a+lot+of+windows%2C+Octoberfest%2C+inside+a+shed%2C+gate&modelInputVersion=v2&aspectRatio=portrait&creativity=5&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2.8%2C""focal_length""%3A164%2C""shutter_speed""%3A10}}&style=bw"
r1c56a2bct,"there is a horse that is standing in the grass near a hill, church in the wood, hazy, telephoto photography",77:51,1,7.190617543,7.190617543,0.995,2,2,0,768,1152,896,31,DPMPP2SAncestralSampler,VanillaCFG,2.113867528,FALSE,,,,,,3:2,bokeh+beautiful+divine+wide_angle,landscape,0,10,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+horse+that+is+standing+in+the+grass+near+a+hill%2C+church+in+the+wood%2C+hazy%2C+telephoto+photography&modelInputVersion=v2&aspectRatio=landscape&creativity=10&guideStrength=0&exif={""mode""%3A""auto""}&style=bokeh&style=beautiful&style=divine&style=wide_angle"
r1c5a4928t,"there are many red and white flowers with white centers, tulips, in the morning light, Belgium, soft lines, blast, textile, f/1",51:77,3,3.523063543,3.523063543,0.996,1,2,1,768,896,1088,36,DPMPP2SAncestralSampler,VanillaCFG,5.273732324,TRUE,37,LinearMultistepSampler,IdentityGuider,5.130984354,FALSE,3:4,backlighting,portrait,0,2,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+are+many+red+and+white+flowers+with+white+centers%2C+tulips%2C+in+the+morning+light%2C+Belgium%2C+soft+lines%2C+blast%2C+textile%2C+f/1&modelInputVersion=v2&aspectRatio=portrait&creativity=2&guideStrength=0&exif={""mode""%3A""auto""}&style=backlighting"
r1c5ec853t,"A man riding a bike with a bunch of people around him, carnival, luminous colorful, dove, full-length view, presentation, festive atmosphere, little kid, front photo, bright white, taken on a Nikon, opera, Tocchini, photographer, listing image, Arcimboldo Giuseppe, DSLR photo, joyful crowd, street parade.",77:51,3,8.619950757,8.619950757,1,3,1,2,768,1024,1024,38,LinearMultistepSampler,VanillaCFG,6.988906602,TRUE,44,DPMPP2SAncestralSampler,VanillaCFG,6.251136681,TRUE,4:3,warm_colors+golden_hour,landscape,0,6,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+man+riding+a+bike+with+a+bunch+of+people+around+him%2C+carnival%2C+luminous+colorful%2C+dove%2C+full-length+view%2C+presentation%2C+festive+atmosphere%2C+little+kid%2C+front+photo%2C+bright+white%2C+taken+on+a+Nikon%2C+opera%2C+Tocchini%2C+photographer%2C+listing+image%2C+Arcimboldo+Giuseppe%2C+DSLR+photo%2C+joyful+crowd%2C+street+parade.&modelInputVersion=v2&aspectRatio=landscape&creativity=6&guideStrength=0&exif={""mode""%3A""auto""}&style=warm_colors&style=golden_hour"
r1c6377bat,"A large body of water with tall grass in it, Cheng, southern European scenery, cold sunny weather, slightly overexposed, with ancient Chinese aesthetic, mountain water, inspired by Johann Liss, reed on riverbank, lakeside, Kanamemo, spring season city, malt, serene reflection.",77:51,3,8.900797793,8.900797793,0.999,4,1,3,512,1280,768,40,HeunEDMSampler,IdentityGuider,,FALSE,,,,,,2:3,minimalism+simple+macrophotography,square,50,7,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+large+body+of+water+with+tall+grass+in+it%2C+Cheng%2C+southern+European+scenery%2C+cold+sunny+weather%2C+slightly+overexposed%2C+with+ancient+Chinese+aesthetic%2C+mountain+water%2C+inspired+by+Johann+Liss%2C+reed+on+riverbank%2C+lakeside%2C+Kanamemo%2C+spring+season+city%2C+malt%2C+serene+reflection.&modelInputVersion=v2&aspectRatio=square&creativity=7&guideStrength=50&exif={""mode""%3A""auto""}&style=minimalism&style=simple&style=macrophotography"
